N#Cc1cccc(CN2C(=O)C(=O)c3cccc(Br)c32)c1
O=C(Nc1cncc2ccccc12)N(CCC1CCCCC1)c1cccc(Cl)c1
O=C(Nc1cncc2ccccc12)N(CCC1CCCCC1)c1cccc(Cl)c1
O=C(Cc1cc(Cl)cc(OC2CC(=O)N2)c1)Nc1cncc2ccccc12
O=C(Cc1cc(Cl)cc(OC2CC(=O)N2)c1)Nc1cncc2ccccc12
O=C(Cc1cc(Cl)cc(OC2CC(=O)N2)c1)Nc1cncc2ccccc12
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C2CCCC2)cc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C2CCCC2)cc1
C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cc2cncc3ccccc23)cc1
CC(C)(C)c1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
CC(C)(C)c1ccc(N(C(=O)c2ccc(Cl)o2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
O=C(Nc1cncc2ccccc12)C1CCCc2ccc(Cl)cc21
O=C(Nc1cncc2ccccc12)C1CCCc2ccc(Cl)cc21
OCCn1c(CSc2nc3ccccc3o2)nc2ccc(Cl)cc21
O=C(Nc1cncc2ccccc12)C1CCOc2ccc(Cl)cc21
O=C(Nc1cncc2ccccc12)C1CCOc2ccc(Cl)cc21
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cncc3ccccc23)cc1
CC(NC(=O)CCl)c1cc(Cl)cc(-c2ccc(S(N)(=O)=O)cc2)c1
CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccccc2Cc2ccccc2)n1
CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1
COc1ccc(C2CC(c3ccccc3)=NN2C(=O)CCl)cc1OC
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
O=C(Nc1nncn1C1CC1)C1CCOc2ccc(Cl)cc21
CC(=O)N1CCN(CC(=O)Nc2cnccc2C)CC1
C[C@@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1
C[C@@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1
O=C1OC(c2cccs2)=N/C1=C\c1ccc(N2CCOCC2)s1
Cc1c(C(=O)CCl)c2ccccn2c1C(=O)c1ccc(F)cc1
Cc1c(C(=O)CCl)c2ccccn2c1C(=O)c1ccc(F)cc1
O=C(Cc1cccc(Cl)c1)Nc1cncc2ccccc12
CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1
CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1
O=C(Nc1cncc2ccccc12)C1COc2ccc(Cl)cc21
O=C(Nc1cncc2ccccc12)C1COc2ccc(Cl)cc21
CC(C)C[C@@H]1CN(C(=O)CCl)CCN1Cc1cccc(Cl)c1
CC(C)(C)c1ccc(N(C(=O)c2nccs2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
O=C(Nc1cncc2ccccc12)C1CCOc2ccc(Br)cc21
COc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1
COc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1
CN(C)S(=O)(=O)c1cccc(C(=O)Nc2c(-c3ccccc3)nc3sccn23)c1
CN(C)S(=O)(=O)c1cccc(C(=O)Nc2c(-c3ccccc3)nc3sccn23)c1
